08:16,44_2018-01-31
10:27,47_2018-01-09
08:07,47_2018-01-10
07:59,47_2018-01-11
09:22,47_2018-01-12
09:33,47_2018-01-15
09:07,47_2018-01-16
09:34,47_2018-01-17
09:34,47_2018-01-18
09:30,47_2018-01-19
09:33,47_2018-01-22
09:57,47_2018-01-23
09:50,47_2018-01-24
09:36,47_2018-01-25
09:53,47_2018-01-26
09:30,47_2018-01-29
09:30,47_2018-01-30
09:34,47_2018-01-31
08:25,48_2018-01-02
08:18,48_2018-01-03
08:45,48_2018-01-04
08:39,48_2018-01-05
08:40,48_2018-01-08
08:39,48_2018-01-09
08:33,48_2018-01-10
12:05,48_2018-01-11
08:44,48_2018-01-12
08:42,48_2018-01-15
08:26,48_2018-01-16
08:12,48_2018-01-17
08:37,48_2018-01-18
08:04,48_2018-01-19
08:41,48_2018-01-22
08:49,48_2018-01-23
08:49,48_2018-01-24
08:36,48_2018-01-25
07:50,48_2018-01-26
08:25,48_2018-01-29
08:09,48_2018-01-30
08:04,48_2018-01-31
08:46,49_2018-01-02
08:19,49_2018-01-03
08:56,49_2018-01-04
08:51,49_2018-01-05
08:48,49_2018-01-08
08:43,49_2018-01-09
09:14,49_2018-01-10
09:32,49_2018-01-11
08:35,49_2018-01-12
08:37,49_2018-01-15
09:05,49_2018-01-16
09:30,49_2018-01-18
08:51,49_2018-01-19
09:05,49_2018-01-22
09:26,49_2018-01-23
08:44,49_2018-01-24
09:33,49_2018-01-25
08:37,49_2018-01-26
08:48,49_2018-01-29
08:39,49_2018-01-30
09:31,49_2018-01-31
10:56,50_2018-01-02
11:54,50_2018-01-03
11:48,50_2018-01-04
06:22,50_2018-01-05
08:51,50_2018-01-08
12:40,50_2018-01-09
11:58,50_2018-01-10
08:04,50_2018-01-11
11:22,50_2018-01-12
08:29,50_2018-01-15
11:50,50_2018-01-16
11:57,50_2018-01-17
08:05,50_2018-01-18
08:49,50_2018-01-19
04:32,50_2018-01-22
09:51,50_2018-01-23
08:51,50_2018-01-24
06:19,50_2018-01-25
07:36,50_2018-01-26
04:58,51_2018-01-02
06:31,51_2018-01-03
07:42,51_2018-01-04
05:48,51_2018-01-05
05:18,51_2018-01-08
06:22,51_2018-01-09
07:55,51_2018-01-10
05:37,51_2018-01-11
02:42,51_2018-01-12
05:53,51_2018-01-15
05:41,51_2018-01-16
06:01,51_2018-01-17
06:12,51_2018-01-18
06:49,51_2018-01-19
02:18,51_2018-01-22
06:04,51_2018-01-23
06:36,51_2018-01-24
05:31,51_2018-01-25
04:47,51_2018-01-26
04:52,51_2018-01-29
06:28,51_2018-01-30
06:31,51_2018-01-31
10:42,52_2018-01-08
06:54,53_2018-01-02
09:37,53_2018-01-03
08:16,53_2018-01-04
04:44,53_2018-01-05
08:58,53_2018-01-08
09:24,53_2018-01-10
07:28,53_2018-01-11
07:17,53_2018-01-12
08:31,53_2018-01-15
06:54,53_2018-01-16
09:28,53_2018-01-17
08:29,53_2018-01-18
07:25,53_2018-01-19
09:25,53_2018-01-22
07:14,53_2018-01-23
08:26,53_2018-01-24
09:20,53_2018-01-25
07:24,53_2018-01-26
08:33,53_2018-01-29
09:23,53_2018-01-30
09:24,53_2018-01-31
09:01,54_2018-01-02
09:03,54_2018-01-03
08:38,54_2018-01-04
08:29,54_2018-01-05
09:11,54_2018-01-08
09:12,54_2018-01-09
09:31,54_2018-01-10
09:14,54_2018-01-11
09:19,54_2018-01-12
09:06,54_2018-01-15
09:05,54_2018-01-16
09:24,54_2018-01-17
08:49,54_2018-01-18
09:21,54_2018-01-19
09:01,54_2018-01-22
09:24,54_2018-01-23
09:34,54_2018-01-24
09:16,54_2018-01-25
09:17,54_2018-01-26
08:53,55_2018-01-02
09:00,55_2018-01-03
09:14,55_2018-01-04
08:37,55_2018-01-05
08:54,55_2018-01-08
11:37,55_2018-01-09
10:43,55_2018-01-10
10:52,55_2018-01-11
08:22,55_2018-01-12
08:51,55_2018-01-15
09:03,55_2018-01-16
09:00,55_2018-01-17
11:38,55_2018-01-18
08:57,55_2018-01-19
05:42,55_2018-01-23
11:22,55_2018-01-29
10:23,55_2018-01-30
10:14,55_2018-01-31
07:11,56_2018-01-12
07:14,56_2018-01-15
09:21,56_2018-01-16
08:00,56_2018-01-17
07:03,56_2018-01-18
09:34,56_2018-01-19
08:31,56_2018-01-22
09:38,56_2018-01-23
09:59,56_2018-01-24
08:05,56_2018-01-25
06:28,56_2018-01-26
10:33,56_2018-01-29
09:47,56_2018-01-30
08:54,56_2018-01-31
08:06,57_2018-01-26
04:31,57_2018-01-29
07:23,57_2018-01-30
07:35,57_2018-01-31
07:56,58_2018-01-02
13:32,58_2018-01-03
09:24,58_2018-01-04
10:43,58_2018-01-05
11:12,58_2018-01-08
11:34,58_2018-01-09
10:37,58_2018-01-10
11:09,58_2018-01-11
12:33,58_2018-01-12
10:07,58_2018-01-15
09:39,58_2018-01-16
10:37,58_2018-01-17
10:43,58_2018-01-18
10:57,58_2018-01-19
12:23,58_2018-01-22
10:37,58_2018-01-23
09:28,58_2018-01-24
12:04,58_2018-01-25
10:19,58_2018-01-26
10:55,58_2018-01-29
11:17,58_2018-01-30
12:00,58_2018-01-31
08:31,59_2018-01-02
09:37,59_2018-01-03
10:07,59_2018-01-04
08:52,59_2018-01-05
09:40,59_2018-01-08
10:41,59_2018-01-09
09:46,59_2018-01-10
10:08,59_2018-01-11
09:31,59_2018-01-12
10:01,59_2018-01-15
09:40,59_2018-01-16
09:41,59_2018-01-17
09:06,59_2018-01-18
09:27,59_2018-01-19
09:05,59_2018-01-22
09:40,59_2018-01-23
09:27,59_2018-01-24
09:28,59_2018-01-25
08:05,59_2018-01-26
03:48,59_2018-01-27
07:32,59_2018-01-29
08:33,59_2018-01-30
09:30,59_2018-01-31
08:22,60_2018-01-02
08:29,60_2018-01-03
08:23,60_2018-01-04
08:20,60_2018-01-05
08:28,60_2018-01-08
09:45,60_2018-01-09
08:30,60_2018-01-10
08:38,60_2018-01-11
08:51,60_2018-01-12
09:01,60_2018-01-15
08:15,60_2018-01-16
08:32,60_2018-01-17
08:44,60_2018-01-18
09:01,60_2018-01-19
08:59,60_2018-01-22
08:32,60_2018-01-23
08:28,60_2018-01-24
09:08,60_2018-01-25
08:16,60_2018-01-26
08:24,60_2018-01-29
08:24,60_2018-01-30
08:25,60_2018-01-31
09:57,61_2018-01-02
09:13,61_2018-01-03
09:13,61_2018-01-04
09:05,61_2018-01-05
08:56,61_2018-01-08
08:09,61_2018-01-09
09:13,61_2018-01-10
09:06,61_2018-01-11
09:11,61_2018-01-12
08:41,61_2018-01-15
08:55,61_2018-01-16
09:33,61_2018-01-17
08:57,61_2018-01-18
08:59,61_2018-01-19
09:15,61_2018-01-22
08:16,61_2018-01-23
08:48,61_2018-01-24
09:05,61_2018-01-25
08:20,61_2018-01-26
09:10,61_2018-01-29
09:18,61_2018-01-30
09:19,61_2018-01-31
08:05,62_2018-01-02
08:24,62_2018-01-03
09:09,62_2018-01-04
08:44,62_2018-01-05
09:09,62_2018-01-08
08:31,62_2018-01-10
08:36,62_2018-01-11
08:44,62_2018-01-12
01:31,62_2018-01-13
05:06,62_2018-01-15
08:57,62_2018-01-16
09:12,62_2018-01-17
05:43,62_2018-01-18
08:21,62_2018-01-19
08:48,62_2018-01-22
08:52,62_2018-01-23
09:04,62_2018-01-24
09:07,62_2018-01-25
08:25,62_2018-01-26
08:23,62_2018-01-29
09:25,62_2018-01-30
09:10,62_2018-01-31
08:41,63_2018-01-02
07:54,63_2018-01-03
07:29,63_2018-01-04
07:48,63_2018-01-05
09:21,63_2018-01-08
07:55,63_2018-01-09
08:26,63_2018-01-10
07:54,63_2018-01-11
07:45,63_2018-01-12
08:28,63_2018-01-15
08:51,63_2018-01-16
09:22,63_2018-01-17
08:12,63_2018-01-18
06:53,63_2018-01-19
07:26,63_2018-01-22
08:31,63_2018-01-23
09:05,63_2018-01-24
08:00,63_2018-01-25
07:58,63_2018-01-26
07:36,63_2018-01-29
09:05,63_2018-01-30
08:44,63_2018-01-31
09:23,64_2018-01-02
07:52,64_2018-01-09
09:43,64_2018-01-10
09:49,64_2018-01-11
09:11,64_2018-01-12
06:58,64_2018-01-18
06:18,64_2018-01-22
07:28,64_2018-01-24
08:16,65_2018-01-02
07:58,65_2018-01-03
07:54,65_2018-01-04
06:25,65_2018-01-05
06:47,65_2018-01-08
08:16,65_2018-01-09
07:12,65_2018-01-10
07:55,65_2018-01-11
07:14,65_2018-01-12
07:47,65_2018-01-15
07:58,65_2018-01-22
08:10,65_2018-01-23
08:09,65_2018-01-24
07:32,65_2018-01-26
08:54,65_2018-01-29
07:57,65_2018-01-30
07:29,65_2018-01-31
11:28,66_2018-01-16
09:30,66_2018-01-17
09:31,66_2018-01-18
08:29,66_2018-01-19
09:12,66_2018-01-22
09:14,66_2018-01-23
08:45,66_2018-01-24
08:53,66_2018-01-25
06:46,66_2018-01-26
09:25,66_2018-01-29
09:10,66_2018-01-30
08:45,66_2018-01-31
09:34,68_2018-01-02
08:27,68_2018-01-03
08:54,68_2018-01-04
08:20,68_2018-01-05
09:11,68_2018-01-08
08:31,68_2018-01-09
08:38,68_2018-01-10
01:30,68_2018-01-11
08:56,68_2018-01-12
09:11,68_2018-01-15
09:05,68_2018-01-16
08:58,68_2018-01-17
09:34,68_2018-01-18
08:07,68_2018-01-19
09:15,68_2018-01-23
08:55,68_2018-01-24
09:08,68_2018-01-25
08:19,68_2018-01-26
08:59,68_2018-01-29
09:22,68_2018-01-30
09:00,68_2018-01-31
11:10,69_2018-01-02
10:17,69_2018-01-03
11:35,69_2018-01-04
10:01,69_2018-01-05
12:37,69_2018-01-08
10:37,69_2018-01-09
09:50,69_2018-01-10
11:34,69_2018-01-11
10:17,69_2018-01-12
11:26,69_2018-01-15
10:24,69_2018-01-16
10:48,69_2018-01-17
11:19,69_2018-01-18
11:05,69_2018-01-19
11:22,69_2018-01-22
10:24,69_2018-01-23
10:25,69_2018-01-24
11:48,69_2018-01-25
11:05,69_2018-01-26
10:21,69_2018-01-29
10:16,69_2018-01-30
10:47,69_2018-01-31
09:10,70_2018-01-02
09:06,70_2018-01-03
08:37,70_2018-01-04
09:04,70_2018-01-05
08:55,70_2018-01-08
09:35,70_2018-01-09
08:27,70_2018-01-10
09:14,70_2018-01-11
07:52,70_2018-01-12
09:09,70_2018-01-15
08:37,70_2018-01-16
09:31,70_2018-01-17
08:47,70_2018-01-18
08:45,70_2018-01-19
09:10,70_2018-01-22
09:51,70_2018-01-23
09:03,70_2018-01-24
09:01,70_2018-01-25
08:23,70_2018-01-26
09:27,70_2018-01-29
09:28,70_2018-01-30
09:36,70_2018-01-31
07:05,71_2018-01-02
08:36,71_2018-01-03
08:35,71_2018-01-04
07:33,71_2018-01-05
09:20,71_2018-01-08
08:41,71_2018-01-09
07:47,71_2018-01-10
08:22,71_2018-01-11
07:49,71_2018-01-12
08:04,71_2018-01-15
09:10,71_2018-01-16
08:31,71_2018-01-17
08:30,71_2018-01-18
08:28,71_2018-01-19
08:18,71_2018-01-22
09:07,71_2018-01-23
09:30,71_2018-01-24
09:05,71_2018-01-25
08:47,71_2018-01-26
07:49,71_2018-01-29
08:22,71_2018-01-30
08:59,71_2018-01-31
03:16,72_2018-01-02
05:23,72_2018-01-03
04:47,72_2018-01-04
05:05,72_2018-01-05
05:27,72_2018-01-08
07:48,72_2018-01-09
07:51,72_2018-01-10
06:38,72_2018-01-11
07:38,72_2018-01-12
06:27,72_2018-01-15
07:01,72_2018-01-16
07:11,72_2018-01-17
06:48,72_2018-01-18
04:11,72_2018-01-19
08:08,72_2018-01-22
05:54,72_2018-01-23
05:29,72_2018-01-24
06:17,72_2018-01-25
06:38,72_2018-01-26
06:07,72_2018-01-29
05:50,72_2018-01-30
06:24,72_2018-01-31
04:01,73_2018-01-02
09:35,73_2018-01-03
08:38,73_2018-01-04
09:04,73_2018-01-05
08:44,73_2018-01-08
09:24,73_2018-01-09
08:50,73_2018-01-10
09:39,73_2018-01-11
09:10,73_2018-01-12
09:09,73_2018-01-15
09:12,73_2018-01-16
08:22,73_2018-01-17
09:23,73_2018-01-18
08:35,73_2018-01-19
08:41,73_2018-01-22
09:01,73_2018-01-23
09:03,73_2018-01-24
08:54,73_2018-01-25
09:07,73_2018-01-26
08:57,73_2018-01-29
09:07,73_2018-01-30
08:54,73_2018-01-31
01:07,74_2018-01-31
08:49,76_2018-01-03
07:35,76_2018-01-04
08:17,76_2018-01-05
01:56,76_2018-01-06
09:03,76_2018-01-08
08:17,76_2018-01-09
08:22,76_2018-01-10
08:26,76_2018-01-11
08:18,76_2018-01-12
08:41,76_2018-01-15
08:25,76_2018-01-16
08:45,76_2018-01-17
08:34,76_2018-01-18
07:52,76_2018-01-19
08:37,76_2018-01-22
08:39,76_2018-01-23
08:39,76_2018-01-24
08:38,76_2018-01-25
08:21,76_2018-01-26
08:36,76_2018-01-29
08:16,76_2018-01-30
08:42,76_2018-01-31
07:53,77_2018-01-02
08:15,77_2018-01-03
08:43,77_2018-01-04
08:35,77_2018-01-05
09:21,77_2018-01-09
08:45,77_2018-01-10
09:04,77_2018-01-11
08:45,77_2018-01-12
09:07,77_2018-01-15
08:47,77_2018-01-16
08:30,77_2018-01-17
08:39,77_2018-01-18
09:33,80_2018-01-02
10:33,80_2018-01-03
09:30,80_2018-01-04
08:31,80_2018-01-05
09:46,80_2018-01-08
09:32,80_2018-01-09
08:55,80_2018-01-10
09:50,80_2018-01-11
09:30,80_2018-01-12
09:25,80_2018-01-15
09:42,80_2018-01-16
09:29,80_2018-01-17
09:35,80_2018-01-18
08:55,80_2018-01-19
02:10,80_2018-01-20
09:36,80_2018-01-22
09:32,80_2018-01-23
09:32,80_2018-01-24
09:36,80_2018-01-25
08:55,80_2018-01-26
09:42,80_2018-01-29
10:17,80_2018-01-30
09:34,80_2018-01-31
08:16,81_2018-01-02
09:10,81_2018-01-03
09:02,81_2018-01-04
08:52,81_2018-01-05
08:51,81_2018-01-08
09:03,81_2018-01-09
08:38,81_2018-01-10
08:56,81_2018-01-11
08:27,81_2018-01-12
08:55,81_2018-01-15
08:55,81_2018-01-16
09:19,81_2018-01-17
08:29,81_2018-01-18
09:02,81_2018-01-19
08:59,81_2018-01-22
08:49,81_2018-01-23
09:05,81_2018-01-24
08:55,81_2018-01-25
08:54,81_2018-01-26
09:11,81_2018-01-29
09:11,81_2018-01-30
08:48,81_2018-01-31
08:30,82_2018-01-02
09:20,82_2018-01-03
08:19,82_2018-01-04
08:06,82_2018-01-05
08:56,82_2018-01-08
09:25,82_2018-01-09
08:40,82_2018-01-10
09:07,82_2018-01-11
09:13,82_2018-01-12
09:21,82_2018-01-15
05:25,82_2018-01-16
08:57,82_2018-01-17
08:33,82_2018-01-18
08:37,82_2018-01-19
08:33,82_2018-01-22
08:38,82_2018-01-23
08:36,82_2018-01-24
08:34,82_2018-01-25
08:59,82_2018-01-26
01:27,82_2018-01-27
08:07,82_2018-01-29
08:40,82_2018-01-30
08:39,82_2018-01-31
08:06,83_2018-01-02
09:06,83_2018-01-03
10:39,83_2018-01-04
07:03,83_2018-01-05
09:26,83_2018-01-08
09:00,83_2018-01-09
07:00,83_2018-01-10
06:40,83_2018-01-12
08:50,83_2018-01-15
08:03,83_2018-01-16
08:06,83_2018-01-17
07:43,83_2018-01-18
05:51,83_2018-01-19
08:55,83_2018-01-22
05:43,83_2018-01-23
07:43,83_2018-01-24
06:13,83_2018-01-25
07:29,83_2018-01-26
07:45,83_2018-01-30
07:34,83_2018-01-31
08:52,84_2018-01-02
06:49,84_2018-01-03
07:32,84_2018-01-04
06:58,84_2018-01-05
08:15,84_2018-01-08
02:22,84_2018-01-09
06:58,84_2018-01-11
07:56,84_2018-01-12
08:29,84_2018-01-15
08:26,84_2018-01-16
08:32,84_2018-01-17
08:20,84_2018-01-19
08:20,84_2018-01-22
08:18,84_2018-01-23
08:38,84_2018-01-25
08:28,84_2018-01-26
06:21,84_2018-01-29
08:33,84_2018-01-30
08:16,84_2018-01-31
06:08,86_2018-01-11
01:53,86_2018-01-12
09:11,94_2018-01-02
08:18,94_2018-01-03
08:08,94_2018-01-04
08:13,94_2018-01-05
09:07,94_2018-01-08
10:18,94_2018-01-09
09:35,94_2018-01-10
08:03,94_2018-01-11
09:21,94_2018-01-15
10:22,94_2018-01-16
08:15,94_2018-01-17
08:19,94_2018-01-18
08:31,94_2018-01-19
10:06,94_2018-01-22
10:31,94_2018-01-23
08:53,94_2018-01-24
08:44,94_2018-01-25
08:35,94_2018-01-26
09:07,94_2018-01-29
10:45,94_2018-01-30
10:25,94_2018-01-31
10:22,99_2018-01-02
10:34,99_2018-01-04
10:43,99_2018-01-05
10:59,99_2018-01-08
11:52,99_2018-01-09
11:24,99_2018-01-10
09:43,99_2018-01-11
11:16,99_2018-01-12
08:46,99_2018-01-15
09:10,99_2018-01-16
08:27,99_2018-01-17
09:23,99_2018-01-18
09:50,99_2018-01-19
08:47,99_2018-01-22
11:06,99_2018-01-23
08:57,99_2018-01-24
09:18,99_2018-01-25
09:33,99_2018-01-26
08:12,99_2018-01-29
09:28,99_2018-01-30
06:56,99_2018-01-31
04:07,102_2018-01-02
05:27,102_2018-01-03
05:55,102_2018-01-04
06:24,102_2018-01-05
05:47,102_2018-01-08
05:14,102_2018-01-09
04:31,102_2018-01-10
03:44,102_2018-01-11
02:45,102_2018-01-12
06:32,102_2018-01-15
06:50,102_2018-01-16
04:57,102_2018-01-17
06:33,102_2018-01-18
06:05,102_2018-01-19
05:21,102_2018-01-22
06:08,102_2018-01-23
06:24,102_2018-01-24
06:03,102_2018-01-25
05:27,102_2018-01-26
04:19,102_2018-01-29
04:09,102_2018-01-30
07:02,102_2018-01-31
04:17,103_2018-01-16
06:24,103_2018-01-17
04:21,103_2018-01-18
05:02,103_2018-01-19
05:18,103_2018-01-23
04:46,103_2018-01-24
03:50,103_2018-01-25
03:09,103_2018-01-31
09:02,104_2018-01-02
09:29,104_2018-01-03
08:17,104_2018-01-04
09:30,104_2018-01-05
08:49,104_2018-01-08
09:37,104_2018-01-09
09:32,104_2018-01-10
09:17,104_2018-01-11
09:45,104_2018-01-15
09:52,104_2018-01-16
09:37,104_2018-01-17
09:35,104_2018-01-18
09:49,104_2018-01-19
09:36,104_2018-01-22
09:37,104_2018-01-23
09:25,104_2018-01-24
09:35,104_2018-01-25
10:14,104_2018-01-26
09:46,104_2018-01-29
09:25,104_2018-01-30
10:06,104_2018-01-31
09:56,105_2018-01-02
12:30,105_2018-01-03
10:01,105_2018-01-04
09:39,105_2018-01-05
10:02,105_2018-01-08
10:25,105_2018-01-09
10:29,105_2018-01-10
10:12,105_2018-01-11
12:13,105_2018-01-12
10:09,105_2018-01-15
10:10,105_2018-01-16
10:54,105_2018-01-17
11:54,105_2018-01-18
14:52,105_2018-01-19
12:52,105_2018-01-22
13:08,105_2018-01-23
12:41,105_2018-01-24
13:15,105_2018-01-25
09:33,105_2018-01-26
09:25,105_2018-01-29
09:46,105_2018-01-30
10:50,105_2018-01-31
08:41,107_2018-01-02
12:34,107_2018-01-03
13:30,107_2018-01-04
10:05,107_2018-01-05
08:41,107_2018-01-08
09:19,107_2018-01-09
08:55,107_2018-01-10
09:44,107_2018-01-11
07:14,107_2018-01-12
08:29,107_2018-01-16
09:07,107_2018-01-17
08:39,107_2018-01-18
08:42,107_2018-01-19
12:43,107_2018-01-22
08:51,107_2018-01-23
08:33,107_2018-01-24
08:48,107_2018-01-25
14:20,107_2018-01-26
09:25,107_2018-01-29
09:27,107_2018-01-30
08:26,108_2018-01-02
08:44,108_2018-01-03
08:27,108_2018-01-04
09:02,108_2018-01-05
03:30,108_2018-01-06
07:53,108_2018-01-08
08:32,108_2018-01-09
08:35,108_2018-01-10
08:38,108_2018-01-11
08:44,108_2018-01-12
07:55,108_2018-01-15
08:13,108_2018-01-16
07:56,108_2018-01-17
07:34,108_2018-01-18
08:19,108_2018-01-19
08:37,108_2018-01-22
08:15,108_2018-01-23
08:07,108_2018-01-24
08:20,108_2018-01-25
08:17,108_2018-01-26
08:40,108_2018-01-29
07:48,108_2018-01-30
07:49,108_2018-01-31
08:15,109_2018-01-02
08:25,109_2018-01-03
08:03,109_2018-01-04
09:20,109_2018-01-05
08:17,109_2018-01-08
07:57,109_2018-01-09
08:08,109_2018-01-10
08:16,109_2018-01-11
09:11,109_2018-01-12
08:33,109_2018-01-15
08:22,109_2018-01-16
07:57,109_2018-01-17
08:10,109_2018-01-18
09:22,109_2018-01-19
07:34,109_2018-01-22
08:14,109_2018-01-23
08:08,109_2018-01-24
08:06,109_2018-01-25
09:06,109_2018-01-26
07:34,109_2018-01-29
08:37,109_2018-01-30
09:36,109_2018-01-31
08:27,110_2018-01-02
09:34,110_2018-01-03
08:42,110_2018-01-04
09:11,110_2018-01-05
06:10,110_2018-01-06
09:17,110_2018-01-08
09:41,110_2018-01-09
09:45,110_2018-01-10
10:09,110_2018-01-11
08:59,110_2018-01-12
08:34,110_2018-01-15
09:15,110_2018-01-16
09:10,110_2018-01-17
09:20,110_2018-01-18
09:15,110_2018-01-19
08:49,110_2018-01-22
09:31,110_2018-01-23
09:43,110_2018-01-24
08:43,110_2018-01-25
08:04,110_2018-01-26
08:16,110_2018-01-29
08:56,110_2018-01-30
09:41,110_2018-01-31
07:43,111_2018-01-02
08:55,111_2018-01-03
09:11,111_2018-01-04
07:45,111_2018-01-05
09:12,111_2018-01-08
08:57,111_2018-01-09
08:02,111_2018-01-10
07:32,111_2018-01-11
08:03,111_2018-01-12
08:12,111_2018-01-15
09:12,111_2018-01-29
08:14,111_2018-01-30
08:10,111_2018-01-31
08:08,112_2018-01-02
08:46,112_2018-01-03
08:01,112_2018-01-04
08:13,112_2018-01-05
08:03,112_2018-01-09
07:55,112_2018-01-10
08:28,112_2018-01-11
07:32,112_2018-01-12
08:13,112_2018-01-15
08:09,112_2018-01-16
08:56,112_2018-01-17
08:50,112_2018-01-18
08:04,112_2018-01-19
09:44,112_2018-01-22
08:29,112_2018-01-23
08:00,112_2018-01-24
08:47,112_2018-01-25
06:03,112_2018-01-26
08:47,112_2018-01-29
09:08,112_2018-01-30
08:09,112_2018-01-31
08:37,113_2018-01-03
08:28,113_2018-01-04
08:38,113_2018-01-05
09:07,113_2018-01-08
08:23,113_2018-01-09
08:24,113_2018-01-10
08:08,113_2018-01-11
08:24,113_2018-01-12
08:14,113_2018-01-15
07:56,113_2018-01-16
07:07,113_2018-01-17
09:39,113_2018-01-18
08:46,113_2018-01-19
05:15,113_2018-01-22
09:15,113_2018-01-23
09:18,113_2018-01-24
08:52,113_2018-01-25
08:57,113_2018-01-26
08:56,113_2018-01-29
08:41,113_2018-01-30
08:46,113_2018-01-31
03:36,114_2018-01-03
03:38,114_2018-01-04
07:48,114_2018-01-05
